# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
ReadAction.executionsCount,1747098528603000000,1747098539781000000,137311
FlushQueue.queueSizeMax,1747098528603000000,1747098539781000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1747098528603000000,1747098539781000000,46706
FlushQueue.waitingTimeMaxNs,1747098528603000000,1747098539781000000,0
FlushQueue.waitingTimeAvgNs,1747098528603000000,1747098539781000000,0.0
FlushQueue.executionTimeAvgNs,1747098528603000000,1747098539781000000,0.0
FlushQueue.executionTime90PNs,1747098528603000000,1747098539781000000,0
AWTEventQueue.dispatchTimeAvgNs,1747098528603000000,1747098539781000000,0.0
FlushQueue.executionTimeMaxNs,1747098528603000000,1747098539781000000,0
FlushQueue.waitingTime90PNs,1747098528603000000,1747098539781000000,0
NonBlockingReadAction.finalizedExecutionsCount,1747098528603000000,1747098539781000000,7
AWTEventQueue.dispatchTimeTotalNS,1747098528603000000,1747098539781000000,1502096429
AWTEventQueue.dispatchTimeMaxNs,1747098528603000000,1747098539781000000,0
FlushQueue.tasksExecuted,1747098528603000000,1747098539781000000,0
NonBlockingReadAction.failedExecutionsCount,1747098528603000000,1747098539781000000,0
FlushQueue.queueSize90P,1747098528603000000,1747098539781000000,0
AWTEventQueue.dispatchTime90PNs,1747098528603000000,1747098539781000000,0
FlushQueue.queueSizeAvg,1747098528603000000,1747098539781000000,0.0
NonBlockingReadAction.failedExecutionTimeUs,1747098528603000000,1747098539781000000,0
AWTEventQueue.eventsDispatched,1747098528603000000,1747098539781000000,0
WriteAction.executionsCount,1747098528603000000,1747098539781000000,6
FilePageCacheLockFree.totalNativeBytesReclaimed,1747098528603000000,1747098539781000000,24576
FilePageCache.totalPageDisposalsUs,1747098528603000000,1747098539781000000,2039
FilePageCacheLockFree.heapBytesInUse,1747098528603000000,1747098539781000000,0
FilePageCache.pageLoads,1747098528603000000,1747098539781000000,416
FilePageCacheLockFree.totalPagesReclaimed,1747098528603000000,1747098539781000000,3
FilePageCacheLockFree.totalHeapBytesReclaimed,1747098528603000000,1747098539781000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1747098528603000000,1747098539781000000,25
FilePageCacheLockFree.totalBytesRead,1747098528603000000,1747098539781000000,16673
FilePageCacheLockFree.totalBytesWritten,1747098528603000000,1747098539781000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1747098528603000000,1747098539781000000,1088
FilePageCacheLockFree.totalPagesRequested,1747098528603000000,1747098539781000000,83
FilePageCacheLockFree.totalNativeBytesAllocated,1747098528603000000,1747098539781000000,24576
DirectByteBufferAllocator.misses,1747098528603000000,1747098539781000000,416
FilePageCacheLockFree.housekeeperTimeSpentMs,1747098528603000000,1747098539781000000,43
FilePageCacheLockFree.nativeBytesInUse,1747098528603000000,1747098539781000000,0
FilePageCacheLockFree.totalPagesHandedOver,1747098528603000000,1747098539781000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1747098528603000000,1747098539781000000,10123
FilePageCache.disposedBuffers,1747098528603000000,1747098539781000000,416
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1747098528603000000,1747098539781000000,41967616
StorageLockContext.competingThreads.avg,1747098528603000000,1747098539781000000,0.0
MappedFileStorage.totalBytesMapped,1747098528603000000,1747098539781000000,0
FilePageCache.uncachedFileAccess,1747098528603000000,1747098539781000000,222
FilePageCacheLockFree.totalPagesWriteMs,1747098528603000000,1747098539781000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1747098528603000000,1747098539781000000,0
StorageLockContext.competingThreads.90P,1747098528603000000,1747098539781000000,0
