# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
AWTEventQueue.dispatchTimeAvgNs,1747107478223000000,1747107489212000000,0.0
FlushQueue.executionTime90PNs,1747107478223000000,1747107489212000000,0
NonBlockingReadAction.failedExecutionsCount,1747107478223000000,1747107489212000000,0
AWTEventQueue.dispatchTime90PNs,1747107478223000000,1747107489212000000,0
FlushQueue.queueSizeMax,1747107478223000000,1747107489212000000,0
WriteAction.executionsCount,1747107478223000000,1747107489212000000,6
NonBlockingReadAction.finalizedExecutionsCount,1747107478223000000,1747107489212000000,7
ReadAction.executionsCount,1747107478223000000,1747107489212000000,137311
FlushQueue.waitingTime90PNs,1747107478223000000,1747107489212000000,0
AWTEventQueue.dispatchTimeMaxNs,1747107478223000000,1747107489212000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1747107478223000000,1747107489212000000,45098
FlushQueue.waitingTimeAvgNs,1747107478223000000,1747107489212000000,0.0
AWTEventQueue.eventsDispatched,1747107478223000000,1747107489212000000,0
FlushQueue.queueSizeAvg,1747107478223000000,1747107489212000000,0.0
FlushQueue.queueSize90P,1747107478223000000,1747107489212000000,0
FlushQueue.executionTimeMaxNs,1747107478223000000,1747107489212000000,0
FlushQueue.executionTimeAvgNs,1747107478223000000,1747107489212000000,0.0
FlushQueue.waitingTimeMaxNs,1747107478223000000,1747107489212000000,0
AWTEventQueue.dispatchTimeTotalNS,1747107478223000000,1747107489212000000,1337134798
NonBlockingReadAction.failedExecutionTimeUs,1747107478223000000,1747107489212000000,0
FlushQueue.tasksExecuted,1747107478223000000,1747107489212000000,0
FilePageCacheLockFree.totalBytesRead,1747107478223000000,1747107489212000000,17012
FilePageCache.pageLoads,1747107478223000000,1747107489212000000,416
FilePageCache.pageHits,1747107478223000000,1747107489212000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1747107478223000000,1747107489212000000,24
FilePageCacheLockFree.totalBytesRequested,1747107478223000000,1747107489212000000,679936
FilePageCacheLockFree.totalNativeBytesReclaimed,1747107478223000000,1747107489212000000,24576
FilePageCacheLockFree.totalPagesReadMs,1747107478223000000,1747107489212000000,3
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1747107478223000000,1747107489212000000,41967616
FilePageCacheLockFree.heapBytesInUse,1747107478223000000,1747107489212000000,0
FilePageCache.maxCacheSizeInBytes,1747107478223000000,1747107489212000000,433061888
FilePageCacheLockFree.totalPagesAllocated,1747107478223000000,1747107489212000000,3
DirectByteBufferAllocator.disposed,1747107478223000000,1747107489212000000,373
MappedFileStorage.storages,1747107478223000000,1747107489212000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1747107478223000000,1747107489212000000,43
FilePageCacheLockFree.totalNativeBytesAllocated,1747107478223000000,1747107489212000000,24576
FilePageCache.pageFastCacheHits,1747107478223000000,1747107489212000000,8276
FilePageCacheLockFree.totalClosedStoragesReclaimed,1747107478223000000,1747107489212000000,2
FilePageCacheLockFree.totalPagesWritten,1747107478223000000,1747107489212000000,0
StorageLockContext.competingThreads.max,1747107478223000000,1747107489212000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1747107478223000000,1747107489212000000,0
FilePageCacheLockFree.totalPagesHandedOver,1747107478223000000,1747107489212000000,0
FilePageCacheLockFree.nativeBytesInUse,1747107478223000000,1747107489212000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1747107478223000000,1747107489212000000,1056
DirectByteBufferAllocator.hits,1747107478223000000,1747107489212000000,3
FilePageCacheLockFree.totalBytesWritten,1747107478223000000,1747107489212000000,0
FilePageCache.disposedBuffers,1747107478223000000,1747107489212000000,416
DirectByteBufferAllocator.misses,1747107478223000000,1747107489212000000,416
FilePageCache.totalPageLoadsUs,1747107478223000000,1747107489212000000,261265
DirectByteBufferAllocator.reclaimed,1747107478223000000,1747107489212000000,46
MappedFileStorage.totalPagesMapped,1747107478223000000,1747107489212000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1747107478223000000,1747107489212000000,4
FilePageCache.uncachedFileAccess,1747107478223000000,1747107489212000000,222
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1747107478223000000,1747107489212000000,41967616
FilePageCache.totalPageDisposalsUs,1747107478223000000,1747107489212000000,1841
StorageLockContext.competingThreads.90P,1747107478223000000,1747107489212000000,0
FilePageCacheLockFree.totalPagesReclaimed,1747107478223000000,1747107489212000000,3
FilePageCacheLockFree.totalPagesWriteMs,1747107478223000000,1747107489212000000,0
MappedFileStorage.totalBytesMapped,1747107478223000000,1747107489212000000,0
FilePageCache.maxRegisteredFiles,1747107478223000000,1747107489212000000,1124
FilePageCacheLockFree.housekeeperTurnsSkipped,1747107478223000000,1747107489212000000,9952
FilePageCache.pageLoadsAboveSizeThreshold,1747107478223000000,1747107489212000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1747107478223000000,1747107489212000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1747107478223000000,1747107489212000000,0
StorageLockContext.competingThreads.avg,1747107478223000000,1747107489212000000,0.0
