# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
NonBlockingReadAction.failedExecutionsCount,1747098948710000000,1747098959256000000,0
AWTEventQueue.dispatchTime90PNs,1747098948710000000,1747098959256000000,0
AWTEventQueue.dispatchTimeMaxNs,1747098948710000000,1747098959256000000,0
FlushQueue.queueSizeMax,1747098948710000000,1747098959256000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1747098948710000000,1747098959256000000,47080
AWTEventQueue.dispatchTimeAvgNs,1747098948710000000,1747098959256000000,0.0
NonBlockingReadAction.failedExecutionTimeUs,1747098948710000000,1747098959256000000,0
FlushQueue.executionTimeAvgNs,1747098948710000000,1747098959256000000,0.0
FlushQueue.tasksExecuted,1747098948710000000,1747098959256000000,0
FlushQueue.waitingTimeAvgNs,1747098948710000000,1747098959256000000,0.0
WriteAction.executionsCount,1747098948710000000,1747098959256000000,6
NonBlockingReadAction.finalizedExecutionsCount,1747098948710000000,1747098959256000000,7
FlushQueue.queueSizeAvg,1747098948710000000,1747098959256000000,0.0
FlushQueue.executionTime90PNs,1747098948710000000,1747098959256000000,0
FlushQueue.executionTimeMaxNs,1747098948710000000,1747098959256000000,0
ReadAction.executionsCount,1747098948710000000,1747098959256000000,137310
FlushQueue.waitingTime90PNs,1747098948710000000,1747098959256000000,0
FlushQueue.queueSize90P,1747098948710000000,1747098959256000000,0
AWTEventQueue.dispatchTimeTotalNS,1747098948710000000,1747098959256000000,1330704426
FlushQueue.waitingTimeMaxNs,1747098948710000000,1747098959256000000,0
AWTEventQueue.eventsDispatched,1747098948710000000,1747098959256000000,0
FilePageCacheLockFree.totalBytesRequested,1747098948710000000,1747098959256000000,679936
MappedFileStorage.totalTimeSpentOnMappingUs,1747098948710000000,1747098959256000000,495
FilePageCacheLockFree.totalClosedStoragesReclaimed,1747098948710000000,1747098959256000000,2
FilePageCacheLockFree.totalHeapBytesReclaimed,1747098948710000000,1747098959256000000,0
FilePageCache.capacityInBytes,1747098948710000000,1747098959256000000,503316478
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1747098948710000000,1747098959256000000,41967616
MappedFileStorage.storages,1747098948710000000,1747098959256000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1747098948710000000,1747098959256000000,0
FilePageCache.uncachedFileAccess,1747098948710000000,1747098959256000000,222
FilePageCache.pageFastCacheHits,1747098948710000000,1747098959256000000,8276
FilePageCacheLockFree.totalPagesWritten,1747098948710000000,1747098959256000000,0
