# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCacheLockFree.heapBytesInUse,1747108110963000000,1747108121699000000,0
FilePageCacheLockFree.nativeBytesInUse,1747108110963000000,1747108121699000000,0
FilePageCache.maxRegisteredFiles,1747108110963000000,1747108121699000000,1124
FilePageCacheLockFree.housekeeperTimeSpentMs,1747108110963000000,1747108121699000000,39
StorageLockContext.competingThreads.max,1747108110963000000,1747108121699000000,0
DirectByteBufferAllocator.hits,1747108110963000000,1747108121699000000,3
FilePageCacheLockFree.totalPagesReclaimed,1747108110963000000,1747108121699000000,3
FilePageCacheLockFree.totalBytesWritten,1747108110963000000,1747108121699000000,0
FilePageCache.totalPageLoadsUs,1747108110963000000,1747108121699000000,299640
FilePageCacheLockFree.totalBytesRead,1747108110963000000,1747108121699000000,17012
FilePageCacheLockFree.totalPagesAllocated,1747108110963000000,1747108121699000000,3
FilePageCacheLockFree.totalPagesHandedOver,1747108110963000000,1747108121699000000,0
FilePageCache.totalPageDisposalsUs,1747108110963000000,1747108121699000000,2048
FilePageCacheLockFree.totalPagesWriteMs,1747108110963000000,1747108121699000000,0
DirectByteBufferAllocator.misses,1747108110963000000,1747108121699000000,416
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1747108110963000000,1747108121699000000,41967616
StorageLockContext.competingThreads.avg,1747108110963000000,1747108121699000000,0.0
FilePageCache.pageLoadsAboveSizeThreshold,1747108110963000000,1747108121699000000,0
MappedFileStorage.totalBytesMapped,1747108110963000000,1747108121699000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1747108110963000000,1747108121699000000,3
FilePageCacheLockFree.totalPagesRequested,1747108110963000000,1747108121699000000,83
MappedFileStorage.totalTimeSpentOnMappingUs,1747108110963000000,1747108121699000000,316
FilePageCache.capacityInBytes,1747108110963000000,1747108121699000000,503316478
FilePageCacheLockFree.housekeeperTurnsDone,1747108110963000000,1747108121699000000,24
FilePageCacheLockFree.totalPageAllocationsWaited,1747108110963000000,1747108121699000000,0
FilePageCacheLockFree.totalBytesRequested,1747108110963000000,1747108121699000000,679936
FilePageCacheLockFree.totalHeapBytesReclaimed,1747108110963000000,1747108121699000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1747108110963000000,1747108121699000000,9729
FilePageCache.pageHits,1747108110963000000,1747108121699000000,0
MappedFileStorage.storages,1747108110963000000,1747108121699000000,0
FilePageCache.uncachedFileAccess,1747108110963000000,1747108121699000000,222
FilePageCacheLockFree.totalNativeBytesAllocated,1747108110963000000,1747108121699000000,24576
FilePageCache.disposedBuffers,1747108110963000000,1747108121699000000,416
FileChannelInterruptsRetryer.totalRetriedAttempts,1747108110963000000,1747108121699000000,0
FilePageCache.pageFastCacheHits,1747108110963000000,1747108121699000000,8276
FilePageCacheLockFree.totalHeapBytesAllocated,1747108110963000000,1747108121699000000,0
StorageLockContext.competingThreads.90P,1747108110963000000,1747108121699000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1747108110963000000,1747108121699000000,24576
DirectByteBufferAllocator.disposed,1747108110963000000,1747108121699000000,373
MappedFileStorage.totalPagesMapped,1747108110963000000,1747108121699000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1747108110963000000,1747108121699000000,2
DirectByteBufferAllocator.reclaimed,1747108110963000000,1747108121699000000,46
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1747108110963000000,1747108121699000000,41967616
FilePageCacheLockFree.totalPagesWritten,1747108110963000000,1747108121699000000,0
FilePageCacheLockFree.totalPagesReadMs,1747108110963000000,1747108121699000000,2
FilePageCache.pageLoads,1747108110963000000,1747108121699000000,416
FilePageCache.maxCacheSizeInBytes,1747108110963000000,1747108121699000000,433061888
ReadAction.executionsCount,1747108110963000000,1747108121699000000,137311
AWTEventQueue.dispatchTimeMaxNs,1747108110963000000,1747108121699000000,868220927
FlushQueue.executionTime90PNs,1747108110963000000,1747108121699000000,120831
FlushQueue.waitingTimeMaxNs,1747108110963000000,1747108121699000000,6878658559
FlushQueue.waitingTime90PNs,1747108110963000000,1747108121699000000,5133828095
AWTEventQueue.eventsDispatched,1747108110963000000,1747108121699000000,3315
AWTEventQueue.dispatchTimeTotalNS,1747108110963000000,1747108121699000000,1406501578
AWTEventQueue.dispatchTime90PNs,1747108110963000000,1747108121699000000,41215
FlushQueue.queueSize90P,1747108110963000000,1747108121699000000,1207
FlushQueue.queueSizeAvg,1747108110963000000,1747108121699000000,629.1724456773001
NonBlockingReadAction.finalizedExecutionsCount,1747108110963000000,1747108121699000000,7
FlushQueue.queueSizeMax,1747108110963000000,1747108121699000000,1271
NonBlockingReadAction.failedExecutionsCount,1747108110963000000,1747108121699000000,0
WriteAction.executionsCount,1747108110963000000,1747108121699000000,6
AWTEventQueue.dispatchTimeAvgNs,1747108110963000000,1747108121699000000,424739.0407239819
NonBlockingReadAction.finalizedExecutionTimeUs,1747108110963000000,1747108121699000000,39368
FlushQueue.tasksExecuted,1747108110963000000,1747108121699000000,2163
FlushQueue.executionTimeMaxNs,1747108110963000000,1747108121699000000,105381887
FlushQueue.executionTimeAvgNs,1747108110963000000,1747108121699000000,219741.6467868701
FlushQueue.waitingTimeAvgNs,1747108110963000000,1747108121699000000,1.79374390067129E9
NonBlockingReadAction.failedExecutionTimeUs,1747108110963000000,1747108121699000000,0
workspaceModel.init.bridges.ms,1747108110963000000,1747108121699000000,0
workspaceModel.updates.ms,1747108110963000000,1747108121699000000,0
workspaceModel.to.snapshot.ms,1747108110963000000,1747108121699000000,0
workspaceModel.loading.total.ms,1747108110963000000,1747108121699000000,25
workspaceModel.pre.handlers.ms,1747108110963000000,1747108121699000000,0
workspaceModel.updates.count,1747108110963000000,1747108121699000000,0
workspaceModel.loading.from.cache.ms,1747108110963000000,1747108121699000000,18
workspaceModel.replace.project.model.ms,1747108110963000000,1747108121699000000,0
workspaceModel.updates.precise.ms,1747108110963000000,1747108121699000000,0
workspaceModel.check.recursive.update.ms,1747108110963000000,1747108121699000000,0
workspaceModel.collect.changes.ms,1747108110963000000,1747108121699000000,0
workspaceModel.initializing.ms,1747108110963000000,1747108121699000000,0
workspaceModel.update.unloaded.entities.ms,1747108110963000000,1747108121699000000,0
