# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
AWTEventQueue.dispatchTimeAvgNs,1747111981245000000,1747111982625000000,0.0
FlushQueue.tasksExecuted,1747111981245000000,1747111982625000000,0
FlushQueue.executionTimeAvgNs,1747111981245000000,1747111982625000000,0.0
AWTEventQueue.dispatchTimeMaxNs,1747111981245000000,1747111982625000000,0
FlushQueue.executionTime90PNs,1747111981245000000,1747111982625000000,0
FlushQueue.waitingTime90PNs,1747111981245000000,1747111982625000000,0
FlushQueue.waitingTimeMaxNs,1747111981245000000,1747111982625000000,0
FlushQueue.queueSizeMax,1747111981245000000,1747111982625000000,0
WriteAction.executionsCount,1747111981245000000,1747111982625000000,0
ReadAction.executionsCount,1747111981245000000,1747111982625000000,1
AWTEventQueue.dispatchTime90PNs,1747111981245000000,1747111982625000000,0
FlushQueue.queueSize90P,1747111981245000000,1747111982625000000,0
FlushQueue.queueSizeAvg,1747111981245000000,1747111982625000000,0.0
AWTEventQueue.eventsDispatched,1747111981245000000,1747111982625000000,0
FlushQueue.executionTimeMaxNs,1747111981245000000,1747111982625000000,0
FlushQueue.waitingTimeAvgNs,1747111981245000000,1747111982625000000,0.0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1747111981245000000,1747111982625000000,41959424
FilePageCache.maxCacheSizeInBytes,1747111981245000000,1747111982625000000,433061888
MappedFileStorage.totalTimeSpentOnMappingUs,1747111981245000000,1747111982625000000,437
FilePageCacheLockFree.totalClosedStoragesReclaimed,1747111981245000000,1747111982625000000,2
DirectByteBufferAllocator.disposed,1747111981245000000,1747111982625000000,373
FilePageCacheLockFree.nativeBytesInUse,1747111981245000000,1747111982625000000,0
FilePageCache.pageFastCacheHits,1747111981245000000,1747111982625000000,8276
FilePageCacheLockFree.totalPagesRequested,1747111981245000000,1747111982625000000,4
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1747111981245000000,1747111982625000000,41959424
FilePageCacheLockFree.totalPagesAllocated,1747111981245000000,1747111982625000000,2
FilePageCacheLockFree.totalHeapBytesAllocated,1747111981245000000,1747111982625000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1747111981245000000,1747111982625000000,13
FilePageCache.capacityInBytes,1747111981245000000,1747111982625000000,503316478
FilePageCacheLockFree.housekeeperTurnsDone,1747111981245000000,1747111982625000000,5
FilePageCache.uncachedFileAccess,1747111981245000000,1747111982625000000,222
FilePageCache.totalPageLoadsUs,1747111981245000000,1747111982625000000,538695
DirectByteBufferAllocator.reclaimed,1747111981245000000,1747111982625000000,45
FilePageCache.pageHits,1747111981245000000,1747111982625000000,0
StorageLockContext.competingThreads.avg,1747111981245000000,1747111982625000000,6.5
FilePageCacheLockFree.housekeeperTurnsSkipped,1747111981245000000,1747111982625000000,1112
FilePageCacheLockFree.totalPagesWritten,1747111981245000000,1747111982625000000,0
FilePageCache.totalPageDisposalsUs,1747111981245000000,1747111982625000000,1790
FilePageCache.pageLoads,1747111981245000000,1747111982625000000,416
FilePageCacheLockFree.totalHeapBytesReclaimed,1747111981245000000,1747111982625000000,0
MappedFileStorage.totalBytesMapped,1747111981245000000,1747111982625000000,0
DirectByteBufferAllocator.misses,1747111981245000000,1747111982625000000,415
DirectByteBufferAllocator.hits,1747111981245000000,1747111982625000000,3
FilePageCache.disposedBuffers,1747111981245000000,1747111982625000000,416
FilePageCacheLockFree.totalPageAllocationsWaited,1747111981245000000,1747111982625000000,0
FilePageCacheLockFree.totalBytesRead,1747111981245000000,1747111982625000000,8820
StorageLockContext.competingThreads.90P,1747111981245000000,1747111982625000000,13
FilePageCache.pageLoadsAboveSizeThreshold,1747111981245000000,1747111982625000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1747111981245000000,1747111982625000000,16384
FilePageCacheLockFree.totalBytesWritten,1747111981245000000,1747111982625000000,0
FilePageCacheLockFree.totalPagesReclaimed,1747111981245000000,1747111982625000000,2
FilePageCache.maxRegisteredFiles,1747111981245000000,1747111982625000000,1124
FilePageCacheLockFree.totalPagesRequestsMs,1747111981245000000,1747111982625000000,3
FilePageCacheLockFree.heapBytesInUse,1747111981245000000,1747111982625000000,0
MappedFileStorage.storages,1747111981245000000,1747111982625000000,0
StorageLockContext.competingThreads.max,1747111981245000000,1747111982625000000,13
FilePageCacheLockFree.totalNativeBytesAllocated,1747111981245000000,1747111982625000000,16384
FilePageCacheLockFree.totalPagesWriteMs,1747111981245000000,1747111982625000000,0
FilePageCacheLockFree.totalPagesHandedOver,1747111981245000000,1747111982625000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1747111981245000000,1747111982625000000,0
MappedFileStorage.totalPagesMapped,1747111981245000000,1747111982625000000,0
FilePageCacheLockFree.totalPagesReadMs,1747111981245000000,1747111982625000000,1
FilePageCacheLockFree.totalBytesRequested,1747111981245000000,1747111982625000000,32768
