# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FileChannelInterruptsRetryer.totalRetriedAttempts,1747112000178000000,1747112015596000000,0
MappedFileStorage.storages,1747112000178000000,1747112015596000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1747112000178000000,1747112015596000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1747112000178000000,1747112015596000000,24576
DirectByteBufferAllocator.misses,1747112000178000000,1747112015596000000,416
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1747112000178000000,1747112015596000000,41967616
FilePageCache.pageHits,1747112000178000000,1747112015596000000,0
StorageLockContext.competingThreads.90P,1747112000178000000,1747112015596000000,0
FilePageCacheLockFree.totalBytesRead,1747112000178000000,1747112015596000000,17012
FilePageCache.pageLoads,1747112000178000000,1747112015596000000,416
FilePageCache.uncachedFileAccess,1747112000178000000,1747112015596000000,222
DirectByteBufferAllocator.hits,1747112000178000000,1747112015596000000,3
FilePageCacheLockFree.totalPagesWriteMs,1747112000178000000,1747112015596000000,0
FilePageCache.capacityInBytes,1747112000178000000,1747112015596000000,503316478
FilePageCacheLockFree.totalPagesHandedOver,1747112000178000000,1747112015596000000,0
FilePageCacheLockFree.totalPagesWritten,1747112000178000000,1747112015596000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1747112000178000000,1747112015596000000,41967616
StorageLockContext.competingThreads.avg,1747112000178000000,1747112015596000000,0.0
MappedFileStorage.totalTimeSpentOnMappingUs,1747112000178000000,1747112015596000000,604
FilePageCache.totalPageLoadsUs,1747112000178000000,1747112015596000000,440691
FilePageCacheLockFree.housekeeperTurnsSkipped,1747112000178000000,1747112015596000000,13785
FilePageCacheLockFree.totalNativeBytesReclaimed,1747112000178000000,1747112015596000000,24576
DirectByteBufferAllocator.disposed,1747112000178000000,1747112015596000000,373
FilePageCache.totalPageDisposalsUs,1747112000178000000,1747112015596000000,3854
FilePageCacheLockFree.totalPagesReadMs,1747112000178000000,1747112015596000000,2
FilePageCache.pageFastCacheHits,1747112000178000000,1747112015596000000,8276
FilePageCacheLockFree.totalPagesReclaimed,1747112000178000000,1747112015596000000,3
DirectByteBufferAllocator.reclaimed,1747112000178000000,1747112015596000000,46
FilePageCache.pageLoadsAboveSizeThreshold,1747112000178000000,1747112015596000000,0
FilePageCacheLockFree.heapBytesInUse,1747112000178000000,1747112015596000000,0
FilePageCacheLockFree.totalBytesWritten,1747112000178000000,1747112015596000000,0
FilePageCache.maxRegisteredFiles,1747112000178000000,1747112015596000000,1124
FilePageCacheLockFree.housekeeperTurnsDone,1747112000178000000,1747112015596000000,33
FilePageCacheLockFree.totalPagesRequested,1747112000178000000,1747112015596000000,83
FilePageCacheLockFree.totalPagesRequestsMs,1747112000178000000,1747112015596000000,4
FilePageCacheLockFree.totalPagesAllocated,1747112000178000000,1747112015596000000,3
FilePageCacheLockFree.totalClosedStoragesReclaimed,1747112000178000000,1747112015596000000,2
