# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.updates.count,1747173116680000000,1747173128236000000,0
workspaceModel.pre.handlers.ms,1747173116680000000,1747173128236000000,0
workspaceModel.loading.total.ms,1747173116680000000,1747173128236000000,23
workspaceModel.check.recursive.update.ms,1747173116680000000,1747173128236000000,0
workspaceModel.collect.changes.ms,1747173116680000000,1747173128236000000,0
workspaceModel.initializing.ms,1747173116680000000,1747173128236000000,0
workspaceModel.replace.project.model.ms,1747173116680000000,1747173128236000000,0
workspaceModel.update.unloaded.entities.ms,1747173116680000000,1747173128236000000,0
workspaceModel.to.snapshot.ms,1747173116680000000,1747173128236000000,0
workspaceModel.updates.ms,1747173116680000000,1747173128236000000,0
workspaceModel.updates.precise.ms,1747173116680000000,1747173128236000000,0
workspaceModel.loading.from.cache.ms,1747173116680000000,1747173128236000000,16
workspaceModel.init.bridges.ms,1747173116680000000,1747173128236000000,0
FlushQueue.executionTimeMaxNs,1747173116680000000,1747173128236000000,93847551
AWTEventQueue.dispatchTime90PNs,1747173116680000000,1747173128236000000,41983
WriteAction.executionsCount,1747173116680000000,1747173128236000000,6
NonBlockingReadAction.finalizedExecutionsCount,1747173116680000000,1747173128236000000,7
FlushQueue.queueSize90P,1747173116680000000,1747173128236000000,1191
AWTEventQueue.dispatchTimeMaxNs,1747173116680000000,1747173128236000000,968884223
AWTEventQueue.eventsDispatched,1747173116680000000,1747173128236000000,3305
FlushQueue.waitingTime90PNs,1747173116680000000,1747173128236000000,5368709119
FlushQueue.tasksExecuted,1747173116680000000,1747173128236000000,2180
FlushQueue.queueSizeAvg,1747173116680000000,1747173128236000000,620.5302752293578
FlushQueue.waitingTimeMaxNs,1747173116680000000,1747173128236000000,7381975039
AWTEventQueue.dispatchTimeAvgNs,1747173116680000000,1747173128236000000,445125.7440242057
NonBlockingReadAction.failedExecutionsCount,1747173116680000000,1747173128236000000,0
FlushQueue.executionTime90PNs,1747173116680000000,1747173128236000000,138239
ReadAction.executionsCount,1747173116680000000,1747173128236000000,137310
AWTEventQueue.dispatchTimeTotalNS,1747173116680000000,1747173128236000000,1472923649
FlushQueue.waitingTimeAvgNs,1747173116680000000,1747173128236000000,1.8673060571889908E9
FlushQueue.queueSizeMax,1747173116680000000,1747173128236000000,1271
NonBlockingReadAction.failedExecutionTimeUs,1747173116680000000,1747173128236000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1747173116680000000,1747173128236000000,49038
FlushQueue.executionTimeAvgNs,1747173116680000000,1747173128236000000,205096.08027522935
workspaceModel.mutableEntityStorage.remove.entity.ms,1747173116680000000,1747173128236000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1747173116680000000,1747173128236000000,0
workspaceModel.sync.entities.ms,1747173116680000000,1747173128236000000,0
jps.global.initialize.library.bridges.after.loading.ms,1747173116680000000,1747173128236000000,0
workspaceModel.mutableEntityStorage.entities.ms,1747173116680000000,1747173128236000000,0
jps.global.get.library.ms,1747173116680000000,1747173128236000000,0
jps.library.entities.serializer.load.entities.ms,1747173116680000000,1747173128236000000,0
jps.app.storage.content.reader.load.component.ms,1747173116680000000,1747173128236000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1747173116680000000,1747173128236000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1747173116680000000,1747173128236000000,1
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1747173116680000000,1747173128236000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1747173116680000000,1747173128236000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1747173116680000000,1747173128236000000,0
workspaceModel.load.cache.from.file.ms,1747173116680000000,1747173128236000000,0
jps.library.entities.serializer.save.entities.ms,1747173116680000000,1747173128236000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1747173116680000000,1747173128236000000,0
jps.global.get.library.by.name.ms,1747173116680000000,1747173128236000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1747173116680000000,1747173128236000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1747173116680000000,1747173128236000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1747173116680000000,1747173128236000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1747173116680000000,1747173128236000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1747173116680000000,1747173128236000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1747173116680000000,1747173128236000000,0
jps.save.global.entities.ms,1747173116680000000,1747173128236000000,0
jps.global.initialize.library.bridges.ms,1747173116680000000,1747173128236000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1747173116680000000,1747173128236000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1747173116680000000,1747173128236000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1747173116680000000,1747173128236000000,0
workspaceModel.global.updates.ms,1747173116680000000,1747173128236000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1747173116680000000,1747173128236000000,0
jps.global.get.libraries.ms,1747173116680000000,1747173128236000000,8
workspaceModel.mutableEntityStorage.replace.by.source.ms,1747173116680000000,1747173128236000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1747173116680000000,1747173128236000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1747173116680000000,1747173128236000000,0
jps.load.initial.state.ms,1747173116680000000,1747173128236000000,4
jps.global.handle.before.change.events.ms,1747173116680000000,1747173128236000000,0
workspaceModel.load.cache.metadata.from.file.ms,1747173116680000000,1747173128236000000,0
workspaceModel.global.apply.state.to.project.ms,1747173116680000000,1747173128236000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1747173116680000000,1747173128236000000,0
jps.global.handle.changed.events.ms,1747173116680000000,1747173128236000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1747173116680000000,1747173128236000000,0
workspaceModel.save.cache.to.file.ms,1747173116680000000,1747173128236000000,0
workspaceModel.global.updates.count,1747173116680000000,1747173128236000000,0
FilePageCacheLockFree.totalPagesReclaimed,1747173116680000000,1747173128236000000,3
DirectByteBufferAllocator.hits,1747173116680000000,1747173128236000000,3
MappedFileStorage.totalBytesMapped,1747173116680000000,1747173128236000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1747173116680000000,1747173128236000000,41967616
FilePageCacheLockFree.totalNativeBytesAllocated,1747173116680000000,1747173128236000000,24576
FilePageCacheLockFree.heapBytesInUse,1747173116680000000,1747173128236000000,0
FilePageCache.pageLoads,1747173116680000000,1747173128236000000,416
StorageLockContext.competingThreads.max,1747173116680000000,1747173128236000000,0
FilePageCacheLockFree.totalPagesWritten,1747173116680000000,1747173128236000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1747173116680000000,1747173128236000000,2
FilePageCache.capacityInBytes,1747173116680000000,1747173128236000000,503316478
FilePageCacheLockFree.housekeeperTurnsDone,1747173116680000000,1747173128236000000,25
FilePageCacheLockFree.totalBytesRequested,1747173116680000000,1747173128236000000,679936
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1747173116680000000,1747173128236000000,41967616
FilePageCache.disposedBuffers,1747173116680000000,1747173128236000000,416
MappedFileStorage.totalTimeSpentOnMappingUs,1747173116680000000,1747173128236000000,422
FilePageCacheLockFree.totalHeapBytesReclaimed,1747173116680000000,1747173128236000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1747173116680000000,1747173128236000000,0
MappedFileStorage.totalPagesMapped,1747173116680000000,1747173128236000000,0
FilePageCache.totalPageLoadsUs,1747173116680000000,1747173128236000000,260593
FilePageCacheLockFree.totalPagesAllocated,1747173116680000000,1747173128236000000,3
DirectByteBufferAllocator.misses,1747173116680000000,1747173128236000000,416
FilePageCacheLockFree.totalHeapBytesAllocated,1747173116680000000,1747173128236000000,0
DirectByteBufferAllocator.reclaimed,1747173116680000000,1747173128236000000,46
FilePageCacheLockFree.totalPagesRequested,1747173116680000000,1747173128236000000,83
FilePageCache.pageHits,1747173116680000000,1747173128236000000,0
FilePageCache.maxCacheSizeInBytes,1747173116680000000,1747173128236000000,433061888
FileChannelInterruptsRetryer.totalRetriedAttempts,1747173116680000000,1747173128236000000,0
