# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.moduleManagerBridge.get.modules.ms,1747072538018000000,1747072549018000000,4
jps.app.storage.content.reader.load.component.ms,1747072538018000000,1747072549018000000,1
jps.global.get.library.by.name.ms,1747072538018000000,1747072549018000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1747072538018000000,1747072549018000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1747072538018000000,1747072549018000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1747072538018000000,1747072549018000000,0
jps.save.global.entities.ms,1747072538018000000,1747072549018000000,0
jps.global.get.library.ms,1747072538018000000,1747072549018000000,0
jps.global.handle.before.change.events.ms,1747072538018000000,1747072549018000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1747072538018000000,1747072549018000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1747072538018000000,1747072549018000000,0
jps.library.entities.serializer.save.entities.ms,1747072538018000000,1747072549018000000,0
workspaceModel.load.cache.from.file.ms,1747072538018000000,1747072549018000000,0
workspaceModel.global.updates.ms,1747072538018000000,1747072549018000000,0
jps.global.get.libraries.ms,1747072538018000000,1747072549018000000,8
workspaceModel.mutableEntityStorage.has.same.entities.ms,1747072538018000000,1747072549018000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1747072538018000000,1747072549018000000,0
workspaceModel.global.updates.count,1747072538018000000,1747072549018000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1747072538018000000,1747072549018000000,0
jps.global.handle.changed.events.ms,1747072538018000000,1747072549018000000,0
jps.library.entities.serializer.load.entities.ms,1747072538018000000,1747072549018000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1747072538018000000,1747072549018000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1747072538018000000,1747072549018000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1747072538018000000,1747072549018000000,0
jps.global.initialize.library.bridges.after.loading.ms,1747072538018000000,1747072549018000000,0
workspaceModel.load.cache.metadata.from.file.ms,1747072538018000000,1747072549018000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1747072538018000000,1747072549018000000,0
